,Company Ticker
1537,3008.TW
1538,GZ5.F
1539,SGE.L
1540,032830.KS
1541,HLE.F
1542,ENT.L
1543,RNR
1544,2007.HK
1545,KEP
1546,INDIGO.NS
1547,BKI
1548,ZEN
1549,SNX
1550,GET.PA
1551,FPH.NZ
1552,5819.KL
1553,IMCD.AS
1554,HAVELLS.NS
1555,AGL
1556,IPN.PA
1557,XM
1558,KNX
1559,VACN.SW
1560,ASX.AX
1561,3402.T
1562,RED.MC
1563,7202.T
1564,PKO.WA
1565,WBS
1566,MB.MI
1567,JAZZ
1568,7701.T
1569,LIFCO-B.ST
1570,URW.AS
1571,BN4.SI
1572,BBL.BK
1573,MOCORP.HE
1574,2885.TW
1575,PAC
1576,GJF.OL
1577,PSTG
1578,THYAO.IS
1579,CGNX
1580,ADIB.AE
1581,ALDAR.AE
1582,GGB
1583,LII
1584,RCO.PA
1585,KCHOL.IS
1586,2883.HK
1587,SYM
1588,LOGI
1589,601021.SS
1590,OC
1591,0322.HK
1592,2395.TW
1593,DIVISLAB.NS
1594,G13.SI
1595,9104.T
1596,PNR
1597,MNHVF
1598,2912.TW
1599,NVCR
1600,0101.HK
1601,PFGC
1602,FROTO.IS
1603,REC.MI
1604,CAR
1605,FERTIGLB.AE
1606,CHDN
1607,1COV.F
1608,4716.T
1609,ELISA.HE
1610,MNDI.L
1611,STOR
1612,SOF.VI
1613,SIGN.SW
1614,9531.T
1615,NOV
1616,RDY
1617,VST
1618,AAP
1619,GFC.PA
1620,MANH
1621,RHI
1622,YNDX.ME
1623,PLUG
1624,000876.SZ
1625,A17U.SI
1626,BPCL.NS
1627,VIPS
1628,ENX.PA
1629,034730.KS
1630,3045.TW
1631,UU.L
1632,FRT
1633,AC.PA
1634,2016.HK
1635,MEZ.AX
1636,8TRA.DE
1637,AA
1638,9201.T
1639,BSMX
1640,2897.T
1641,SKF-B.ST
1642,009155.KS
1643,ITRK.L
1644,SBICARD.NS
1645,JEF
1646,UMI.VI
1647,HII
1648,COTY
1649,8795.T
1650,1821.HK
1651,FFIV
1652,AMBUJACEM.NS
1653,PAA
1654,SJX.F
1655,C07.SI
1656,XP
1657,0384.HK
1658,STJ.L
1659,7272.T
1660,O2D.DE
1661,WEX
1662,PATH
1663,ORG.AX
1664,MASI
1665,DCP
1666,0ZQ.F
1667,CUERVO.MX
1668,KESKOA.HE
1669,CCH.L
1670,1101.TW
1671,GRFS
1672,BEL.NS
1673,SAGA-B.ST
1674,YPF
1675,G
1676,DBX
1677,010130.KS
1678,BILI
1679,011200.KS
1680,OSH
1681,OTP.BD
1682,4324.T
1683,DNP.WA
1684,3P7.F
1685,CFR
1686,033780.KS
1687,XPEV
1688,AU
1689,SBNY
1690,5201.T
1691,WSM
1692,HOOD
1693,XRO.AX
1694,IVZ
1695,SEIC
1696,MZTF.TA
1697,051905.KS
1698,9503.T
1699,JLL
1700,SGFY
1701,6965.T
1702,ADM.L
1703,HMSP.JK
1704,ADPORTS.AE
1705,CCL-B.TO
1706,WRK
1707,BAJAJHLDNG.NS
1708,CBSH
1709,QAN.AX
1710,LEGN
1711,SWCH
1712,WAL
1713,INDT.ST
1714,TATACONSUM.NS
1715,MIDD
1716,NNN
1717,COLD
1718,4188.T
1719,USFD
1720,ADANIPOWER.NS
1721,4755.T
1722,NFE
1723,YMM
1724,IAG.AX
1725,034020.KS
1726,ALGM
1727,6415.TW
1728,CASY
1729,UNM
1730,ABB.NS
1731,LEA
1732,PNW
1733,FDJ.VI
1734,6963.T
1735,BSAC
1736,AIA.AX
1737,JBSS3.SA
1738,RGLD
1739,SRF.NS
1740,AMRT.JK
1741,9502.T
1742,PCOR
1743,TATAPOWER.NS
1744,UGI
1745,ASR
1746,CHOLAFIN.NS
1747,AR
1748,DLB
1749,MEGACPO.MX
1750,8697.T
1751,SKM
1752,EDNR.MI
1753,ENKAI.IS
1754,G1A.F
1755,OLN
1756,7203.SR
1757,0656.HK
1758,ICBP.JK
1759,FBHS
1760,NRG
1761,ORI
1762,7202.SR
1763,ST
1764,ALV
1765,XRAY
1766,010950.KS
1767,MARICO.NS
1768,CHP-UN.TO
1769,CTC.TO
1770,HAS
1771,AMR.AE
1772,ZION
1773,PSO
1774,0017.HK
1775,6488.TWO
1776,0288.HK
1777,IOT
1778,TTEK
1779,ACS.MC
1780,HR
1781,PSHZF
1782,APOLLOHOSP.NS
1783,RL
1784,GAIL.NS
1785,INSP
1786,ICICIPRULI.NS
1787,PHNX.L
1788,4091.T
1789,MHK
1790,3064.T
1791,1099.HK
1792,SBRY.L
1793,0004.HK
1794,WHR
1795,6033.KL
1796,RADL3.SA
1797,LI.PA
1798,3034.TW
1799,TUPRS.IS
1800,AZRG.TA
1801,ROKU
1802,US.MI
1803,2890.TW
1804,SLM.JO
1805,4280.SR
1806,CNXC
1807,090430.KS
1808,BCVN.SW
1809,ALE.WA
1810,AKE.PA
1811,CX
1812,WTB.L
1813,DCI
1814,7259.T
1815,GOTO.JK
1816,ARW
1817,REH.AX
1818,RRTL.F
1819,SKA-B.ST
1820,OGE
1821,WCC
1822,9005.T
1823,6479.T
1824,WMS
1825,BKW.SW
1826,ADT
1827,BID.JO
1828,6586.T
1829,CIB
1830,ALD.PA
1831,5876.TW
1832,8951.T
1833,LAD
1834,3816.KL
1835,JINDALSTEL.NS
1836,0151.HK
1837,GNRC
1838,OTE.F
1839,NXST
1840,MTZ
1841,BERY
1842,DVA
1843,SHP.JO
1844,MRO.L
1845,NVT
1846,ORKLF
1847,DKNG
1848,WDH1.F
1849,S68.SI
1850,TX
1851,OGN
1852,002555.SZ
1853,IGM.TO
1854,BALN.SW
1855,1590.TW
1856,009830.KS
1857,CLVT
1858,ESLT
1859,CELH
1860,036570.KS
1861,5019.T
1862,4904.TW
1863,SAIA
1864,CHE
1865,EGP
1866,ITT
1867,4707.KL
1868,SOL.AX
1869,BDSB.F
1870,ACHC
1871,FNLPF
1872,CFLT
1873,BMED.MI
1874,RH
1875,MDKA.JK
1876,ARX.TO
1877,9042.T
1878,CU.TO
1879,3092.T
1880,SEE
1881,AMKR
1882,2883.TW
1883,CIEN
1884,OCDO.L
1885,FR
1886,MTDR
1887,IQ
1888,PLNT
1889,TWE.AX
1890,CLH
1891,WFG
1892,ORNAV.HE
1893,WF
1894,IRDM
1895,DISH
1896,VOYA
1897,ATR
1898,QNBFB.IS
1899,NCLH
1900,2615.TW
1901,GPK
1902,6383.T
1903,2609.TW
1904,3769.T
1905,EDU
1906,TPX
1907,RXL.PA
1908,LEVI
1909,CROX
1910,MPW
1911,KBR
1912,SBSW
1913,BANB.SW
1914,RBA
1915,2269.T
1916,AWL.NS
1917,4704.T
1918,CAE
1919,SOBI.ST
1920,1157.HK
1921,7020.SR
1922,MEDP
1923,FYBR
1924,KLH.F
1925,DOCS
1926,EMP-A.TO
1927,SF
1928,HOG
1929,MINDTREE.NS
1930,003495.KS
1931,PRIO3.SA
1932,KOG.OL
1933,PB
1934,ASRNL.AS
1935,AIZ
1936,IVL.BK
1937,9697.T
1938,ORDS.AE
1939,NMDC.AE
1940,1548.HK
1941,DOOO
1942,CACI
1943,N2IU.SI
1944,2310.SR
1945,AMP.MI
1946,8601.T
1947,9532.T
1948,EME
1949,DIA.MI
1950,DWS.F
1951,UNITDSPR.BO
1952,PNB.NS
1953,CNA.L
1954,7181.T
1955,GLOB
1956,NATI
1957,BOKF
1958,WH
1959,BAMI.MI
1960,HESM
1961,ALX.AX
1962,259960.KS
1963,ICICIGI.NS
1964,5411.T
1965,SSAB-B.ST
1966,HOLM-B.ST
1967,SKX
1968,OCI.AS
1969,BRX
1970,EVD.F
1971,G07.SI
1972,BERGEPAINT.NS
1973,TXRH
1974,KNSL
1975,EREGL.IS
1976,VMI
1977,MKSI
1978,2357.TW
1979,BYD
1980,BZI.F
1981,CPFE3.SA
1982,KT
1983,ASND
1984,4922.T
1985,DDS
1986,SPSN.SW
1987,SBS
1988,SITE
1989,TIT.MI
1990,RBC
1991,NED.JO
1992,GNTX
1993,LFUS
1994,UWMC
1995,ONON
1996,NTNX
1997,377300.KS
1998,COV.PA
1999,4768.T
2000,OHI
2001,HALO
2002,FUTU
2003,7951.T
2004,PII
2005,BEAN.SW
2006,CR
2007,DXC
2008,NYT
2009,3626.T
2010,KFI1.F
2011,352820.KS
2012,UPL.NS
2013,CHH
2014,OSK
2015,IDBI.NS
2016,MOTHERSON.NS
2017,BKT.MC
2018,HELN.SW
2019,4021.T
2020,WWE
2021,AGNC
2022,CTPNV.AS
2023,024110.KS
2024,NVST
2025,NYCB
2026,7912.T
2027,CANBK.NS
2028,9766.T
2029,BEIJ-B.ST
2030,1878.T
2031,OZL.AX
2032,SWAV
2033,SGP.AX
2034,IAG.TO
2035,HLI
2036,MAT
2037,TIH.TO
2038,LAND.L
2039,ALK
2040,3037.TW
2041,AXTA
2042,9602.T
2043,GETI-B.ST
2044,CW
2045,TOL
2046,LSTR
2047,9064.T
2048,CMC
2049,KRTX
2050,NEM.F
2051,0293.HK
2052,STAG
2053,ASELS.IS
2054,CAR-UN.TO
2055,9435.T
2056,TORNTPHARM.NS
2057,IRCTC.NS
2058,INGR
2059,KGH.WA
2060,KOMB.PR
2061,ADEN.SW
2062,2887.TW
2063,2290.SR
2064,VALMT.HE
2065,ADC
2066,TRQ
2067,OLED
2068,STWD
2069,X
2070,CPRI
2071,DSGX
2072,BOSCHLTD.NS
2073,MUR
2074,CWEN
2075,9107.T
2076,GTLB
2077,SISE.IS
2078,3003.T
2079,IOB.NS
2080,ISDAY
2081,SRTRANSFIN.NS
2082,GXO
2083,MGR.AX
2084,HEROMOTOCO.NS
2085,BLD
2086,HAPV3.SA
2087,SNV
2088,3283.T
2089,GMED
2090,CPIN.JK
2091,VAS.F
2092,NZTCF
2093,TREX
2094,LEG.DE
2095,FSV
2096,BC
2097,ELAN
2098,LU
2099,EDR
2100,FLW1.F
2101,SEK.AX
2102,3038.T
2103,DXS.AX
2104,W
2105,BSL.AX
2106,AMG
2107,EMBRAC-B.ST
2108,VLY
2109,IEL.AX
2110,MAP.MC
2111,NEP
2112,WWD
2113,CACC
2114,RAIL3.SA
2115,9041.T
2116,NPI.TO
2117,TPG.AX
2118,BROS
2119,M44U.SI
2120,PRI
2121,CHX
2122,SMDS.L
2123,TVSMOTOR.NS
2124,2638.HK
2125,CIN.F
2126,PNFP
2127,GWRE
2128,5332.T
2129,2379.TW
2130,4204.T
2131,MNDY
2132,LNW
2133,MDU
2134,THC
2135,LDO.MI
2136,DNB
2137,UNIONBANK.NS
2138,FTI
2139,AQUA
2140,NAUKRI.NS
2141,VVV
2142,VAC
2143,SRC
2144,HUN
2145,WRT1V.HE
2146,QHOLDING.AE
2147,EHC
2148,AZ2.F
2149,TKR
2150,2801.TW
2151,COUP
2152,002007.SZ
2153,AC.TO
2154,NWL
2155,8952.T
2156,UNTR.JK
2157,SIGI
2158,MGY
2159,GPT.AX
2160,HTZ
2161,EMI.SI
2162,TEL2-A.ST
2163,MOL.BD
2164,M
2165,BALD-B.ST
2166,EGIE3.SA
2167,AYI
2168,GME
2169,APP
2170,TIINDIA.NS
2171,1128.HK
2172,SSB
2173,011170.KS
2174,3JDA.F
2175,PIIND.NS
2176,BME.L
2177,YESBANK.NS
2178,PPC
2179,FAF
2180,BESI.AS
2181,COHR
2182,ESTC
2183,2408.TW
2184,MPL.AX
2185,RRC
2186,CYBR
2187,ENLC
2188,RLI
2189,RAW.F
2190,ZYDUSLIFE.NS
2191,VRT
2192,WTS
2193,QUINENCO.SN
2194,SLGN
2195,LODHA.NS
2196,MNG.L
2197,CTEC.L
2198,NSA
2199,HCP
2200,TRENT.NS
2201,REYN
2202,SON
2203,PSN.L
2204,000800.SZ
2205,HXL
2206,VAL
2207,BLCO
2208,4938.TW
2209,LYFT
2210,CGPOWER.NS
2211,ADRO.JK
2212,APLS
2213,7211.T
2214,OFC
2215,SLAB
2216,ROIV
2217,STN
2218,SVW.AX
2219,UFPI
2220,PDCE
2221,BDEV.L
2222,4005.T
2223,4250.SR
2224,TIXT
2225,GF.SW
2226,LYI.F
2227,SWN
2228,LNC
2229,NOVT
2230,CRUS
2231,AIRC
2232,SIM
2233,9684.T
2234,MLCO
2235,IAA
2236,HGTY
2237,SK.PA
2238,SMAR
2239,FLO
2240,RCM
2241,1812.T
2242,KGX.DE
2243,FIVN
2244,HRB
2245,CCCS
2246,CRFB3.SA
2247,3635.T
2248,CWAN
2249,ZOMATO.NS
2250,FALABELLA.SN
2251,GTLS
2252,SAIC
2253,PEO.WA
2254,WEIR.L
2255,MUSA
2256,CLN.SW
2257,EDV.TO
2258,EXEL
2259,EXLS
2260,1402.TW
2261,DCC.L
2262,WTFC
2263,ASH
2264,NE
2265,AALB.AS
2266,TECN.SW
2267,FHZN.SW
2268,QDEL
2269,EQTL3.SA
2270,2327.TW
2271,4739.T
2272,PSPN.SW
2273,CHRD
2274,MCY.AX
2275,CAR.AX
2276,CPF.BK
2277,EFN.TO
2278,AAF.L
2279,C09.SI
2280,3888.HK
2281,MP
2282,IONS
2283,COLM
2284,7276.T
2285,EEFT
2286,INDHOTEL.NS
2287,DKSH.SW
2288,DSY.JO
2289,ATKR
2290,X.TO
2291,AWC.BK
2292,WB
2293,WOR.AX
2294,FCN
2295,OMF
2296,KNBE
2297,BC8.F
2298,3618.HK
2299,INVR.L
2300,LTMAY
2301,PBF
2302,PR
2303,UBSI
2304,CHBAY
2305,CSAN
2306,POLYCAB.NS
2307,PAYTM.NS
2308,KGC
2309,SOFI
2310,TEMN.SW
2311,3462.T
2312,AIT
2313,PGHH.NS
2314,ATE.PA
2315,BALKRISIND.NS
2316,BEZ.L
2317,OZK
2318,3281.T
2319,2588.HK
2320,TKWY.AS
2321,ABBOTINDIA.NS
2322,QBR-B.TO
2323,FSK
2324,CNM
2325,IPGP
2326,FR.PA
2327,AUY
2328,1802.T
2329,UNVR
2330,PHI
2331,CUMMINSIND.NS
2332,MGLU3.SA
2333,BWXT
2334,HGV
2335,CIVI
2336,ASHOKLEY.NS
2337,2633.TW
2338,FRA.DE
2339,AXFO.ST
2340,EBO.NZ
2341,002607.SZ
2342,SIX2.F
2343,FFIN
2344,SO.PA
2345,IGT
2346,HL.L
2347,NYKAA.NS
2348,4967.T
2349,RF.PA
2350,R90.F
2351,YAL.AX
2352,MSA
2353,WU
2354,RIG
2355,AXS
2356,SOI.PA
2357,2702.T
2358,LUN.TO
2359,SCHAEFFLER.NS
2360,7911.T
2361,FOUR
2362,EXPO
2363,INDUSTOWER.NS
2364,POST
2365,NFG
2366,ISCTR.IS
2367,CMIN3.SA
2368,INFA
2369,AUBANK.NS
2370,ALIT
2371,DAVA
2372,OPCH
2373,RYN
2374,TOM.OL
2375,PAGEIND.NS
2376,PIRC.MI
2377,ALA.TO
2378,RXDX
2379,NEWR
2380,GIL
2381,0B2.F
2382,4062.T
2383,BLDA.F
2384,CIG
2385,EXP
2386,STVN
2387,BCI.SN
2388,KEY.TO
2389,BRPT.JK
2390,SNDR
2391,DTM
2392,8046.TW
2393,ONB
2394,FNB
2395,002602.SZ
2396,5347.TWO
2397,JMAT.L
2398,GBCI
2399,LANC
2400,ISDMR.IS
2401,RHP
2402,PVH
2403,2618.TW
2404,REI-UN.TO
2405,TATAELXSI.NS
2406,JYSK.CO
2407,ABG
2408,PTON
2409,7261.T
2410,2350.SR
2411,IDA
2412,9147.T
2413,FPE.F
2414,WIX
2415,DEC.PA
2416,SCHA.OL
2417,HQY
2418,BEPC
2419,ORA
2420,ORCC
2421,REY.MI
2422,HOT.F
2423,TENB
2424,FOXF
2425,APG
2426,CIGI
2427,CC
2428,TXG
2429,MUTHOOTFIN.NS
2430,UBL.NS
2431,MNSO
2432,AM
2433,EVR
2434,NHPC.NS
2435,THG
2436,ASTRAL.NS
2437,JBFCF
2438,U96.SI
2439,MMS
2440,BPOP
2441,ARG.AX
2442,ICP.L
2443,2380.SR
2444,FLR
2445,0489.HK
2446,HUSQ-A.ST
2447,6305.T
2448,SRCL
2449,CERE
2450,ATI
2451,BHARATFORG.NS
2452,THO
2453,IG.MI
2454,9001.T
2455,TIMB
2456,UTG.L
2457,PENN
2458,EMMN.SW
2459,AQN
2460,MPHASIS.NS
2461,ENSG
2462,ORI.AX
2463,GRUMAB.MX
2464,SPSC
2465,6669.TW
2466,HSV.L
2467,TRNO
2468,VNOM
2469,TDOC
2470,COLPAL.NS
2471,1102.TW
2472,LHCG
2473,MEG.TO
2474,SHA.F
2475,RMBS
2476,086280.KS
2477,NJR
2478,HWDN.L
2479,CENCOSUD.SN
2480,MFT.NZ
2481,HOMB
2482,IMI.L
2483,RUN
2484,SYNA
2485,BOX
2486,ESI
2487,MTPOF
2488,GPS
2489,CADE
2490,TQ71.F
2491,FIVE.ME
2492,TKO.PA
2493,WCP.TO
2494,IART
2495,DLO
2496,MSM
2497,IRFC.NS
2498,R
2499,SHC
2500,4751.T
2501,WK
2502,TKA.F
2503,ASAI
2504,ENG.MC
2505,AL
2506,GDS
2507,KRG
2508,BVT.JO
2509,NTRA
2510,ME8U.SI
2511,BANDHANBNK.NS
2512,HSX.L
2513,CHC.AX
2514,WEN
2515,JSWENERGY.NS
2516,IDFCFIRSTB.NS
2517,9719.T
2518,MF.PA
2519,PZU.WA
2520,MTSI
2521,7747.T
2522,DRVN
2523,PRGO
2524,NEX.PA
2525,SSD
2526,WING
2527,ALKEM.NS
2528,NDA.F
2529,HFG.DE
2530,LPX
2531,MRL.MC
2532,6753.T
2533,POWI
2534,COKE
2535,9706.T
2536,GHITHA.AE
2537,PFC.NS
2538,VNO
2539,NVEI
2540,ITCI
2541,BMBL
2542,9007.T
2543,3291.T
2544,GARAN.IS
2545,POR
2546,SWEC-A.ST
2547,TA1.F
2548,INCO.JK
2549,TNET
2550,IAC
2551,IDEA.NS
2552,JHG
2553,SMCI
2554,4190.SR
2555,ATHM
2556,MEI.JO
2557,KRC
2558,3141.T
2559,INCH.L
2560,INPST.AS
2561,QLYS
2562,UA
2563,BOSS.DE
2564,MRF.NS
2565,REM.JO
2566,FRAS.L
2567,CONCOR.NS
2568,YOU
2569,BUCN.SW
2570,TOI.V
2571,H5P.F
2572,MDGL
2573,BE
2574,CAST.ST
2575,ERG.MI
2576,SPIE.PA
2577,SFSN.SW
2578,PSN
2579,TSEM
2580,383220.KS
2581,WFRD
2582,HE
2583,KINV-A.ST
2584,6060.HK
2585,ESNT
2586,CABO
2587,TPRO.MI
2588,BOKA.AS
2589,SHUR.BR
2590,PYCR
2591,PWSC
2592,ALTR
2593,PERSISTENT.NS
2594,AAK.ST
2595,HWC
2596,SID
2597,LIGHT.AS
2598,D01.SI
2599,S
2600,DV
2601,BTRVB.LS
2602,SCR.PA
2603,LEG
2604,HP
2605,VC2.SI
2606,1030.SR
2607,AJRD
2608,ASO
2609,AT1.F
2610,MAN
2611,MSGS
2612,EJT1.F
2613,SAM
2614,RITM
2615,TGNA
2616,AF.PA
2617,NEOEN.PA
2618,FN
2619,2888.TW
2620,VC
2621,MEGA.JK
2622,BBAJIOO.MX
2623,BEM.BK
2624,ALKS
2625,6770.TW
2626,HRI
2627,BL
2628,ACC.NS
2629,SDF.F
2630,ITV.L
2631,U14.SI
2632,NSP
2633,SJI
2634,DPLM.L
2635,FLS
2636,SEB
2637,GLBE
2638,IRT
2639,INDIANB.NS
2640,ASGN
2641,MODG
2642,NSIT
2643,UMBF
2644,EMTK.JK
2645,LTHM
2646,ABCAPITAL.NS
2647,BEZQ.TA
2648,APPF
2649,2875.T
2650,XPO
2651,SMG
2652,SWX
2653,ALQ.AX
2654,DPH.L
2655,RICHT.BD
2656,LXS.F
2657,BZU.MI
2658,SAIL.NS
2659,LUPIN.NS
2660,8439.T
2661,ICUI
2662,NMDC.NS
2663,BCPC
2664,KEX
2665,ATCO
2666,GOL
2667,OGS
2668,BFAM
2669,OLPX
2670,FCC.MC
2671,PPH.JO
2672,G24.F
2673,DIOD
2674,601866.SS
2675,NEOG
2676,002624.SZ
2677,TAL
2678,1SO.F
2679,ZD
2680,CWY.AX
2681,PECO
2682,SESG.PA
2683,FRSH
2684,FIX
2685,FLNC
2686,HER.MI
2687,PATANJALI.NS
2688,GGAL
2689,FELE
2690,PNM
2691,BBD-B.TO
2692,ZWS
2693,CMPC.SN
2694,ONEX.TO
2695,ESGR
2696,ALSN
2697,AGI
2698,CYTK
2699,9863.HK
2700,FCFS
2701,AVT
2702,UTDI.F
2703,DEN
2704,HHC
2705,SEAS
2706,FL
2707,IFT.NZ
2708,SUPREMEIND.NS
2709,HONAUT.NS
2710,AYX
2711,ELIS.PA
2712,TRTN
2713,RNG
2714,ADNT
2715,MLI
2716,MANU
2717,SXS.L
2718,LUMN
2719,TTB.BK
2720,FLUOROCHEM.NS
2721,PETRONET.NS
2722,EVN.AX
2723,ARCAD.AS
2724,LLC.AX
2725,BKH
2726,UMPQ
2727,LITE
2728,RE.PA
2729,WNS
2730,FIZZ
2731,APLAPOLLO.NS
2732,ONTO
2733,IGG.L
2734,CBT
2735,251270.KS
2736,CWST
2737,GUJGASLTD.NS
2738,MTH
2739,ACLS
2740,LPL
2741,HLNE
2742,3481.TW
2743,KMPR
2744,EO.PA
2745,AZEK
2746,PSK.TO
2747,DNLI
2748,3529.TWO
2749,SGRY
2750,1020.SR
2751,BANKINDIA.NS
2752,AKBNK.IS
2753,V03.SI
2754,HAE
2755,AMN
2756,CHPT
2757,MTG
2758,HINDPETRO.NS
2759,LNTH
2760,AAON
2761,BRBR
2762,FTT.TO
2763,XD4.F
2764,AEL
2765,GALE.SW
2766,AB
2767,GODREJPROP.NS
2768,KOZAL.IS
2769,MMSI
2770,ISS.CO
2771,STB.OL
2772,CRSP
2773,BHF
2774,AIMC
2775,2050.SR
2776,8572.T
2777,HLUN-B.CO
2778,TUI1.F
2779,PKI.TO
2780,JUN3.F
2781,TFSL
2782,SAHOL.IS
2783,BEN.AX
2784,STR
2785,FIBI.TA
2786,APLE
2787,VPK.AS
2788,ACT
2789,DUFN.SW
2790,603444.SS
2791,COL.MC
2792,2651.T
2793,SNC.TO
2794,OBS.VI
2795,CPG
2796,GTES
2797,SFBS
2798,INDF.JK
2799,GRP-UN
2800,LEC.F
2801,SDF.AX
2802,BTG
2803,0880.HK
2804,APN.JO
2805,SRAIL.SW
2806,CUZ
2807,TATE.L
2808,GATX
2809,KOJAMO.HE
2810,LUKN.SW
2811,CEN.NZ
2812,ZLAB
2813,INST
2814,SM
2815,ELF
2816,SKY
2817,0008.HK
2818,BECN
2819,SUN
2820,TMHC
2821,AFRM
2822,PINC
2823,TOP.BK
2824,PCH
2825,MAXR
2826,0683.HK
2827,CLS.JO
2828,SINCH.ST
2829,KRN.F
2830,ANTARCHILE.SN
2831,047810.KS
2832,BIMAS.IS
2833,DUOL
2834,B4B.F
2835,SRAD
2836,300418.SZ
2837,2610.TW
2838,WTM
2839,TKC
2840,FIBK
2841,RECLTD.NS
2842,MKS.L
2843,ERF
2844,JXN
2845,SUM
2846,BXMT
2847,SUBC.OL
2848,FUL
2849,NTCO
2850,FRHC
2851,3349.T
2852,OBEROIRLTY.NS
2853,ICAD.PA
2854,GAW.L
2855,SYNH
2856,SR
2857,6BF.F
2858,6460.T
2859,TOASO.IS
2860,BDC
2861,NK.PA
2862,UCBI
2863,HEKTS.IS
2864,DNET.JK
2865,QS
2866,CPX.TO
2867,0659.HK
2868,0069.HK
2869,IGL.NS
2870,FLY.PA
2871,QUB.AX
2872,TIETO.HE
2873,ENV
2874,035250.KS
2875,JUBLFOOD.NS
2876,ENS
2877,GCO.MC
2878,UNOMINDA.NS
2879,EVN.F
2880,AMBA
2881,PLTK
2882,VBK.F
2883,SMPL
2884,1295.KL
2885,NCR
2886,INDB
2887,DOC
2888,BTU
2889,BUOU.SI
2890,HUH1V.HE
2891,GIL.F
2892,FRO
2893,SPR
2894,0522.HK
2895,DLN.L
2896,YKBNK.IS
2897,UNF
2898,IPAR
2899,ATZ.TO
2900,SLM
2901,VNT
2902,CIE.MC
2903,AGO
2904,HVN.AX
2905,AWI
2906,4030.SR
2907,DLG.MI
2908,MYOR.JK
2909,WIZZ.L
2910,COC.F
2911,ACO-X.TO
2912,OMAB
2913,161390.KS
2914,CPA
2915,VONN.SW
2916,CVT
2917,KSS
2918,ESAB
2919,BIOCON.NS
2920,DNA
2921,ARWR
2922,CNS
2923,AMBU-B.CO
2924,PGE.WA
